Pixel 1,Pixel 1,Pixel 2,Pixel 2,Pixel 3,Pixel 3,Pixel 4,Pixel 4,Pixel 5,Pixel 5,Pixel 6,Pixel 6,Pixel 7,Pixel 7,Pixel 8,Pixel 8
0.19918,-8.102589641434262,0.19919,-8.101593625498008,0.19919,-8.100796812749003,0.19915,-8.099601593625499,0.19918,-8.09820717131474,0.19919,-8.095418326693228,0.19918,-8.09820717131474,0.19919,-8.099003984063744
0.21887,-8.101593625498008,0.21888,-8.100597609561753,0.21888,-8.102390438247012,0.21886,-8.098605577689241,0.21886,-8.097211155378487,0.21887,-8.095816733067728,0.21887,-8.096613545816732,0.21887,-8.092828685258963
0.23895,-8.101195219123506,0.23894,-8.097808764940238,0.23899,-8.102788844621514,0.23895,-8.095816733067728,0.23895,-8.095816733067728,0.23893,-8.098804780876494,0.23895,-8.096414342629481,0.23895,-8.093625498007968
0.25895,-8.101195219123506,0.25897,-8.095418326693228,0.25894,-8.099203187250996,0.25892,-8.096215139442231,0.25896,-8.096613545816732,0.25897,-8.093227091633466,0.25895,-8.094422310756972,0.25893,-8.092430278884462
0.27911,-8.097808764940238,0.27911,-8.096215139442231,0.27909,-8.099203187250996,0.27909,-8.094621513944222,0.27907,-8.093625498007968,0.2791,-8.093426294820718,0.27908,-8.09183266932271,0.27909,-8.091633466135457
0.29908,-8.091633466135457,0.29908,-8.092629482071713,0.29906,-8.092430278884462,0.29907,-8.090438247011951,0.29909,-8.089043824701196,0.29909,-8.089043824701196,0.29909,-8.0898406374502,0.2991,-8.085856573705179
0.31926,-8.08446215139442,0.31923,-8.08446215139442,0.31919,-8.08187250996016,0.31922,-8.080478087649402,0.31926,-8.08605577689243,0.31924,-8.079282868525896,0.31922,-8.08187250996016,0.31924,-8.07808764940239
0.33918,-8.072908366533865,0.33918,-8.0699203187251,0.33916,-8.067330677290837,0.33918,-8.066733067729084,0.3392,-8.070119521912352,0.33921,-8.066533864541833,0.33919,-8.066533864541833,0.33917,-8.064143426294821
0.35935,-8.040836653386455,0.3593,-8.039641434262949,0.35931,-8.0398406374502,0.35927,-8.038645418326691,0.3593,-8.03426294820717,0.35933,-8.037848605577688,0.35929,-8.036852589641434,0.35928,-8.03187250996016
0.37931,-7.980876494023904,0.3793,-7.984462151394421,0.37926,-7.9812749003984065,0.37929,-7.978286852589642,0.37928,-7.976494023904382,0.3793,-7.975896414342628,0.37931,-7.976892430278885,0.37928,-7.975697211155377
0.399,-7.870717131474104,0.39897,-7.870119521912351,0.39896,-7.869721115537848,0.39899,-7.867928286852591,0.39894,-7.86812749003984,0.39897,-7.864741035856573,0.39897,-7.865537848605577,0.39894,-7.860358565737052
0.41897,-7.663745019920318,0.41898,-7.661155378486055,0.41898,-7.6601593625498,0.41895,-7.658167330677291,0.41896,-7.661155378486055,0.419,-7.653585657370518,0.41898,-7.6517928286852595,0.41899,-7.650597609561752
0.43904,-7.3,0.43903,-7.2940239043824695,0.43903,-7.292231075697211,0.43901,-7.292231075697211,0.43904,-7.287250996015936,0.43905,-7.285258964143426,0.43903,-7.284063745019921,0.43902,-7.281474103585657
0.45908,-6.712948207171315,0.45902,-6.705776892430278,0.45905,-6.7017928286852575,0.45903,-6.704183266932271,0.45905,-6.698207171314741,0.45908,-6.695019920318725,0.45904,-6.692828685258964,0.45902,-6.689641434262948
0.47906,-5.8601593625498,0.47905,-5.8539840637450204,0.47901,-5.849601593625498,0.47903,-5.848207171314741,0.47905,-5.838844621513945,0.47906,-5.8354581673306765,0.47899,-5.83625498007968,0.47903,-5.832470119521912
0.49906,-4.716533864541833,0.49907,-4.707569721115537,0.49904,-4.703386454183266,0.49905,-4.700398406374502,0.49908,-4.69203187250996,0.49909,-4.692231075697211,0.49908,-4.6874501992031865,0.49905,-4.685657370517927
0.51899,-3.2886454183266935,0.519,-3.2814741035856576,0.51899,-3.2778884462151394,0.519,-3.2719123505976095,0.51898,-3.268525896414342,0.51901,-3.2619521912350598,0.51901,-3.2565737051792825,0.51898,-3.2559760956175294
0.539,-1.5729482071713146,0.539,-1.5639641434262948,0.53893,-1.5590039840637449,0.539,-1.552410358565737,0.53896,-1.545577689243028,0.53899,-1.537430278884462,0.53895,-1.5362749003984062,0.53897,-1.5348605577689245
0.55887,0.434402390438247,0.55884,0.4441035856573705,0.55882,0.4512749003984064,0.55883,0.45637450199203183,0.55888,0.4625697211155378,0.55884,0.4673904382470119,0.55886,0.47438247011952184,0.55885,0.4771513944223107
0.57852,2.742629482071713,0.57849,2.754183266932271,0.57848,2.7593625498007968,0.57848,2.7665338645418327,0.57848,2.776294820717131,0.57848,2.7818725099601593,0.57851,2.786254980079681,0.57849,2.79402390438247
0.59831,5.472310756972112,0.59831,5.484860557768925,0.5983,5.489641434262948,0.59832,5.49800796812749,0.59831,5.511155378486056,0.59832,5.516733067729083,0.5983,5.52171314741036,0.59833,5.524900398406374
,,,,,,,,,,,,,,,
Sweep Time (s),Voltage Rate (V/s),Sweep Time (s),Voltage Rate (V/s),Sweep Time (s),Voltage Rate (V/s),Sweep Time (s),Voltage Rate (V/s),Sweep Time (s),Voltage Rate (V/s),Sweep Time (s),Voltage Rate (V/s),Sweep Time (s),Voltage Rate (V/s),Sweep Time (s),Voltage Rate (V/s)
1.269904613494873,0.5512225032977456,1.2699048519134521,0.5512223998083496,1.2599055767059326,0.555597191521427,1.2699053287506104,0.5512221928296743,1.25990629196167,0.555596876105843,1.2599050998687744,0.5555974017986819,1.2599050998687744,0.5555974017986819,1.2698895931243896,0.55122902320803
